n,a,m2,contagious_set,computation_time,timestamp
134,62,10,"[0, 13, 26, 39, 52, 65, 78, 91, 104, 117]",0.06123208999633789,2025-12-17T21:48:30.972221
134,63,8,"[39, 48, 67, 73, 75, 108, 116, 124]",0.04442334175109863,2025-12-17T21:48:31.016755
134,64,2,"[0, 67]",0.0011143684387207031,2025-12-17T21:48:31.018037
134,65,7,"[0, 1, 2, 3, 4, 5, 6]",0.031876325607299805,2025-12-17T21:48:31.049963
134,66,5,"[0, 1, 2, 3, 4]",0.016199827194213867,2025-12-17T21:48:31.066263
134,68,5,"[0, 1, 2, 3, 4]",0.016241073608398438,2025-12-17T21:48:31.082586
134,69,7,"[0, 1, 2, 3, 4, 5, 6]",0.03264307975769043,2025-12-17T21:48:31.115317
134,70,2,"[0, 67]",0.0011286735534667969,2025-12-17T21:48:31.116555
134,71,8,"[39, 48, 67, 73, 75, 108, 116, 124]",0.0442051887512207,2025-12-17T21:48:31.160829
134,72,10,"[0, 13, 26, 39, 52, 65, 78, 91, 104, 117]",0.06059122085571289,2025-12-17T21:48:31.221533
134,73,4,"[0, 67, 116, 128]",0.013789653778076172,2025-12-17T21:48:31.235500
134,74,8,"[15, 27, 48, 49, 63, 86, 103, 114]",0.04374527931213379,2025-12-17T21:48:31.279326
134,75,9,"[18, 41, 43, 53, 62, 68, 90, 94, 118]",0.055709123611450195,2025-12-17T21:48:31.335158
134,76,6,"[23, 24, 67, 88, 91, 97]",0.02416539192199707,2025-12-17T21:48:31.359430
134,77,6,"[15, 27, 49, 63, 86, 103]",0.02777385711669922,2025-12-17T21:48:31.387295
134,78,7,"[18, 43, 53, 62, 68, 90, 94]",0.03297829627990723,2025-12-17T21:48:31.420374
134,79,7,"[0, 40, 45, 67, 116, 128, 129]",0.03673553466796875,2025-12-17T21:48:31.457196
134,80,10,"[6, 8, 22, 26, 28, 35, 57, 62, 70, 108]",0.06709814071655273,2025-12-17T21:48:31.524404
134,81,7,"[0, 3, 34, 37, 84, 87, 118]",0.030414104461669922,2025-12-17T21:48:31.554947
134,82,10,"[0, 53, 54, 73, 77, 82, 103, 110, 113, 119]",0.08269643783569336,2025-12-17T21:48:31.637745
134,83,6,"[26, 39, 55, 71, 86, 87]",0.02272200584411621,2025-12-17T21:48:31.660605
134,84,8,"[0, 28, 40, 68, 75, 87, 111, 116]",0.04593086242675781,2025-12-17T21:48:31.706707
134,85,10,"[0, 13, 26, 39, 52, 65, 78, 91, 104, 117]",0.0717771053314209,2025-12-17T21:48:31.778587
134,86,7,"[18, 43, 53, 62, 68, 90, 94]",0.0306396484375,2025-12-17T21:48:31.809409
134,87,9,"[10, 26, 32, 53, 63, 78, 90, 91, 93]",0.06567859649658203,2025-12-17T21:48:31.875210
134,88,9,"[2, 28, 29, 64, 68, 75, 87, 111, 119]",0.059134721755981445,2025-12-17T21:48:31.934510
134,89,9,"[2, 28, 29, 64, 68, 75, 87, 111, 119]",0.06281447410583496,2025-12-17T21:48:31.997433
134,90,9,"[6, 7, 8, 23, 50, 55, 59, 107, 129]",0.05419182777404785,2025-12-17T21:48:32.051743
134,91,9,"[0, 11, 48, 50, 65, 93, 98, 111, 133]",0.060767173767089844,2025-12-17T21:48:32.112631
134,92,10,"[6, 11, 18, 37, 50, 57, 62, 106, 116, 121]",0.07905387878417969,2025-12-17T21:48:32.191802
134,93,10,"[0, 2, 28, 29, 40, 68, 75, 87, 111, 116]",0.07241201400756836,2025-12-17T21:48:32.264335
134,94,8,"[15, 27, 48, 49, 63, 86, 103, 114]",0.044623374938964844,2025-12-17T21:48:32.309144
134,95,9,"[0, 14, 28, 42, 56, 70, 84, 98, 112]",0.051306962966918945,2025-12-17T21:48:32.360557
134,96,6,"[0, 67, 73, 99, 108, 116]",0.028493165969848633,2025-12-17T21:48:32.389247
134,97,8,"[53, 54, 82, 110, 113, 119, 121, 130]",0.05129265785217285,2025-12-17T21:48:32.440644
134,98,9,"[2, 18, 25, 33, 54, 67, 80, 117, 129]",0.0608980655670166,2025-12-17T21:48:32.501650
134,99,3,"[16, 54, 80]",0.007976293563842773,2025-12-17T21:48:32.509729
134,100,10,"[11, 20, 24, 31, 67, 88, 91, 96, 97, 117]",0.06822824478149414,2025-12-17T21:48:32.578038
134,101,10,"[40, 63, 66, 70, 109, 114, 115, 121, 129, 133]",0.08507633209228516,2025-12-17T21:48:32.663224
134,102,3,"[16, 54, 80]",0.008430957794189453,2025-12-17T21:48:32.671765
134,103,8,"[0, 28, 40, 68, 75, 87, 111, 116]",0.04806232452392578,2025-12-17T21:48:32.719919
134,104,10,"[27, 35, 46, 48, 49, 63, 86, 103, 108, 114]",0.07595443725585938,2025-12-17T21:48:32.795979
134,105,5,"[0, 26, 52, 78, 104]",0.015648365020751953,2025-12-17T21:48:32.811734
134,106,4,"[8, 14, 58, 83]",0.012849092483520508,2025-12-17T21:48:32.824662
134,107,9,"[18, 33, 54, 60, 62, 71, 121, 124, 131]",0.05992388725280762,2025-12-17T21:48:32.884678
134,108,9,"[2, 28, 29, 64, 68, 75, 87, 111, 119]",0.05682253837585449,2025-12-17T21:48:32.941703
134,109,5,"[8, 58, 68, 80, 102]",0.0184476375579834,2025-12-17T21:48:32.960273
134,110,9,"[12, 14, 20, 40, 47, 80, 122, 128, 130]",0.06021690368652344,2025-12-17T21:48:33.020582
134,111,10,"[0, 13, 26, 39, 52, 65, 78, 91, 104, 117]",0.06840729713439941,2025-12-17T21:48:33.089093
134,112,7,"[0, 19, 38, 57, 76, 95, 114]",0.030260562896728516,2025-12-17T21:48:33.119457
134,113,9,"[24, 48, 90, 104, 105, 108, 110, 119, 121]",0.056807518005371094,2025-12-17T21:48:33.176395
134,114,6,"[15, 27, 49, 63, 86, 103]",0.02776336669921875,2025-12-17T21:48:33.204266
134,115,8,"[0, 16, 32, 48, 64, 80, 96, 112]",0.04234957695007324,2025-12-17T21:48:33.246719
134,116,6,"[23, 24, 67, 88, 91, 97]",0.024230003356933594,2025-12-17T21:48:33.271052
134,117,7,"[27, 39, 41, 50, 76, 95, 129]",0.03587961196899414,2025-12-17T21:48:33.307056
134,118,7,"[0, 19, 38, 57, 76, 95, 114]",0.028897762298583984,2025-12-17T21:48:33.336057
134,119,5,"[12, 14, 40, 122, 128]",0.02135491371154785,2025-12-17T21:48:33.357495
134,120,9,"[18, 41, 43, 53, 62, 68, 90, 94, 118]",0.05584526062011719,2025-12-17T21:48:33.413427
134,121,10,"[0, 11, 29, 48, 65, 80, 88, 98, 111, 130]",0.08153772354125977,2025-12-17T21:48:33.495057
134,122,4,"[0, 3, 125, 128]",0.011303424835205078,2025-12-17T21:48:33.506469
134,123,9,"[0, 14, 28, 42, 56, 70, 84, 98, 112]",0.048151493072509766,2025-12-17T21:48:33.554682
134,124,7,"[12, 14, 20, 40, 122, 128, 130]",0.03792715072631836,2025-12-17T21:48:33.592708
134,125,2,"[11, 17]",0.0040705204010009766,2025-12-17T21:48:33.596886
134,126,8,"[0, 1, 2, 3, 4, 5, 6, 7]",0.041593313217163086,2025-12-17T21:48:33.638536
134,127,7,"[0, 1, 2, 3, 4, 5, 6]",0.0321807861328125,2025-12-17T21:48:33.670821
134,128,2,"[0, 3]",0.0025072097778320312,2025-12-17T21:48:33.673412
134,129,5,"[0, 1, 2, 3, 4]",0.0158233642578125,2025-12-17T21:48:33.689286
134,130,4,"[0, 1, 2, 3]",0.010554313659667969,2025-12-17T21:48:33.699922
134,132,3,"[0, 1, 2]",0.005556583404541016,2025-12-17T21:48:33.705558
134,133,2,"[22, 26]",0.0030329227447509766,2025-12-17T21:48:33.708636
135,1,2,"[22, 26]",0.0030498504638671875,2025-12-17T21:48:33.711782
135,2,3,"[0, 1, 2]",0.005582571029663086,2025-12-17T21:48:33.717408
135,4,4,"[0, 1, 2, 3]",0.010594844818115234,2025-12-17T21:48:33.728059
135,5,5,"[0, 1, 2, 3, 4]",0.015825510025024414,2025-12-17T21:48:33.743934
135,7,7,"[0, 1, 2, 3, 4, 5, 6]",0.032525062561035156,2025-12-17T21:48:33.776544
135,8,8,"[0, 1, 2, 3, 4, 5, 6, 7]",0.042188405990600586,2025-12-17T21:48:33.818852
135,10,10,"[0, 13, 26, 39, 52, 65, 78, 91, 104, 117]",0.06585073471069336,2025-12-17T21:48:33.884802
135,11,9,"[32, 44, 49, 75, 77, 83, 97, 103, 107]",0.06541991233825684,2025-12-17T21:48:33.950322
135,13,8,"[0, 16, 32, 48, 64, 80, 96, 112]",0.04216122627258301,2025-12-17T21:48:33.992600
135,14,10,"[14, 39, 48, 55, 67, 73, 75, 108, 116, 124]",0.07440042495727539,2025-12-17T21:48:34.067215
135,16,10,"[0, 13, 26, 39, 52, 65, 78, 91, 104, 117]",0.0680384635925293,2025-12-17T21:48:34.135364
135,17,9,"[17, 31, 76, 79, 80, 84, 104, 110, 129]",0.058608293533325195,2025-12-17T21:48:34.194075
135,19,8,"[0, 16, 32, 48, 64, 80, 96, 112]",0.04385256767272949,2025-12-17T21:48:34.238085
135,20,8,"[27, 39, 45, 50, 67, 76, 128, 129]",0.044045209884643555,2025-12-17T21:48:34.282233
135,22,6,"[0, 22, 44, 66, 88, 110]",0.023703336715698242,2025-12-17T21:48:34.306117
135,23,5,"[17, 30, 60, 63, 103]",0.02185535430908203,2025-12-17T21:48:34.328058
135,25,6,"[0, 22, 44, 66, 88, 110]",0.023012161254882812,2025-12-17T21:48:34.351157
135,26,8,"[17, 40, 62, 72, 77, 89, 94, 112]",0.04687380790710449,2025-12-17T21:48:34.398139
135,28,9,"[9, 27, 29, 45, 67, 80, 88, 111, 130]",0.0679936408996582,2025-12-17T21:48:34.466236
135,29,8,"[0, 16, 32, 48, 64, 80, 96, 112]",0.03858828544616699,2025-12-17T21:48:34.504996
135,31,9,"[19, 35, 46, 63, 71, 108, 113, 114, 118]",0.0625457763671875,2025-12-17T21:48:34.567643
135,32,8,"[1, 40, 50, 56, 71, 107, 108, 114]",0.04261946678161621,2025-12-17T21:48:34.610372
135,34,10,"[11, 20, 24, 31, 67, 88, 91, 96, 97, 117]",0.07119464874267578,2025-12-17T21:48:34.681670
135,35,10,"[10, 26, 32, 37, 53, 63, 78, 91, 93, 110]",0.0814199447631836,2025-12-17T21:48:34.763198
135,37,8,"[18, 33, 61, 67, 76, 80, 101, 117]",0.050566673278808594,2025-12-17T21:48:34.813958
135,38,8,"[18, 41, 43, 53, 62, 68, 90, 94]",0.04364895820617676,2025-12-17T21:48:34.857721
135,40,6,"[33, 61, 67, 76, 80, 101]",0.027798175811767578,2025-12-17T21:48:34.885805
135,41,6,"[0, 3, 44, 47, 88, 91]",0.022559404373168945,2025-12-17T21:48:34.908453
135,43,4,"[0, 3, 46, 49]",0.010241031646728516,2025-12-17T21:48:34.918782
135,44,3,"[0, 3, 47]",0.00653839111328125,2025-12-17T21:48:34.925387
135,46,2,"[49, 92]",0.004069805145263672,2025-12-17T21:48:34.929522
135,47,3,"[8, 14, 58]",0.007795572280883789,2025-12-17T21:48:34.937370
135,49,5,"[27, 45, 76, 128, 129]",0.017563819885253906,2025-12-17T21:48:34.955018
135,50,6,"[6, 50, 55, 59, 107, 129]",0.025712251663208008,2025-12-17T21:48:34.980871
135,52,8,"[1, 40, 50, 56, 71, 107, 108, 114]",0.039994001388549805,2025-12-17T21:48:35.020957
135,53,8,"[24, 33, 48, 54, 62, 104, 121, 124]",0.05030465126037598,2025-12-17T21:48:35.071360
135,55,9,"[21, 43, 54, 72, 85, 113, 121, 130, 131]",0.061516523361206055,2025-12-17T21:48:35.132971
135,56,9,"[18, 33, 54, 60, 62, 71, 121, 124, 131]",0.06197047233581543,2025-12-17T21:48:35.195052
135,58,9,"[0, 27, 40, 45, 67, 76, 116, 128, 129]",0.05661416053771973,2025-12-17T21:48:35.251774
135,59,8,"[3, 12, 23, 25, 42, 60, 104, 124]",0.04641246795654297,2025-12-17T21:48:35.298293
135,61,8,"[0, 16, 32, 48, 64, 80, 96, 112]",0.03889632225036621,2025-12-17T21:48:35.337290
135,62,9,"[32, 44, 49, 75, 77, 83, 97, 103, 107]",0.06104445457458496,2025-12-17T21:48:35.398432
135,64,9,"[12, 16, 23, 28, 39, 40, 97, 98, 108]",0.05575990676879883,2025-12-17T21:48:35.454302
135,65,8,"[0, 1, 2, 3, 4, 5, 6, 7]",0.04088568687438965,2025-12-17T21:48:35.495291
135,67,4,"[0, 1, 2, 3]",0.012306690216064453,2025-12-17T21:48:35.507701
135,68,4,"[0, 1, 2, 3]",0.012568473815917969,2025-12-17T21:48:35.520370
135,70,8,"[0, 1, 2, 3, 4, 5, 6, 7]",0.040024757385253906,2025-12-17T21:48:35.560499
135,71,9,"[12, 16, 23, 28, 39, 40, 97, 98, 108]",0.0568385124206543,2025-12-17T21:48:35.617459
135,73,9,"[32, 44, 49, 75, 77, 83, 97, 103, 107]",0.06194949150085449,2025-12-17T21:48:35.679567
135,74,8,"[0, 16, 32, 48, 64, 80, 96, 112]",0.03838491439819336,2025-12-17T21:48:35.718068
135,76,8,"[3, 12, 23, 25, 42, 60, 104, 124]",0.04602313041687012,2025-12-17T21:48:35.764273
135,77,9,"[0, 27, 40, 45, 67, 76, 116, 128, 129]",0.0567479133605957,2025-12-17T21:48:35.821193
135,79,9,"[18, 33, 54, 60, 62, 71, 121, 124, 131]",0.060935020446777344,2025-12-17T21:48:35.882239
135,80,9,"[21, 43, 54, 72, 85, 113, 121, 130, 131]",0.06158900260925293,2025-12-17T21:48:35.943929
135,82,8,"[24, 33, 48, 54, 62, 104, 121, 124]",0.051064491271972656,2025-12-17T21:48:35.995106
135,83,8,"[1, 40, 50, 56, 71, 107, 108, 114]",0.040144920349121094,2025-12-17T21:48:36.035360
135,85,6,"[6, 50, 55, 59, 107, 129]",0.025885581970214844,2025-12-17T21:48:36.061347
135,86,5,"[27, 45, 76, 128, 129]",0.016977787017822266,2025-12-17T21:48:36.078484
135,88,3,"[8, 14, 58]",0.00751042366027832,2025-12-17T21:48:36.086084
135,89,2,"[49, 92]",0.004109621047973633,2025-12-17T21:48:36.090244
135,91,3,"[0, 3, 94]",0.006459236145019531,2025-12-17T21:48:36.096769
135,92,4,"[0, 3, 95, 98]",0.010272502899169922,2025-12-17T21:48:36.107093
135,94,6,"[0, 3, 59, 62, 97, 100]",0.02285027503967285,2025-12-17T21:48:36.130051
135,95,6,"[33, 61, 67, 76, 80, 101]",0.027779579162597656,2025-12-17T21:48:36.157913
135,97,8,"[18, 41, 43, 53, 62, 68, 90, 94]",0.04257464408874512,2025-12-17T21:48:36.200606
135,98,8,"[18, 33, 61, 67, 76, 80, 101, 117]",0.05075788497924805,2025-12-17T21:48:36.251537
135,100,10,"[10, 26, 32, 37, 53, 63, 78, 91, 93, 110]",0.08258461952209473,2025-12-17T21:48:36.334231
135,101,10,"[11, 20, 24, 31, 67, 88, 91, 96, 97, 117]",0.07493042945861816,2025-12-17T21:48:36.409274
135,103,8,"[1, 40, 50, 56, 71, 107, 108, 114]",0.04165840148925781,2025-12-17T21:48:36.451037
135,104,9,"[19, 35, 46, 63, 71, 108, 113, 114, 118]",0.061017751693725586,2025-12-17T21:48:36.512160
135,106,8,"[0, 16, 32, 48, 64, 80, 96, 112]",0.0379786491394043,2025-12-17T21:48:36.550261
135,107,9,"[9, 27, 29, 45, 67, 80, 88, 111, 130]",0.06293201446533203,2025-12-17T21:48:36.613307
135,109,8,"[17, 40, 62, 72, 77, 89, 94, 112]",0.046478271484375,2025-12-17T21:48:36.659897
135,110,6,"[0, 22, 44, 66, 88, 110]",0.022628307342529297,2025-12-17T21:48:36.682635
135,112,5,"[17, 30, 60, 63, 103]",0.022230863571166992,2025-12-17T21:48:36.705042
135,113,6,"[0, 22, 44, 66, 88, 110]",0.0239105224609375,2025-12-17T21:48:36.729051
135,115,8,"[27, 39, 45, 50, 67, 76, 128, 129]",0.04379606246948242,2025-12-17T21:48:36.772961
135,116,8,"[0, 16, 32, 48, 64, 80, 96, 112]",0.04558825492858887,2025-12-17T21:48:36.818654
135,118,9,"[17, 31, 76, 79, 80, 84, 104, 110, 129]",0.05826973915100098,2025-12-17T21:48:36.877028
135,119,10,"[0, 13, 26, 39, 52, 65, 78, 91, 104, 117]",0.06886529922485352,2025-12-17T21:48:36.946073
135,121,10,"[14, 39, 48, 55, 67, 73, 75, 108, 116, 124]",0.07666730880737305,2025-12-17T21:48:37.022846
135,122,8,"[0, 16, 32, 48, 64, 80, 96, 112]",0.04251408576965332,2025-12-17T21:48:37.065479
135,124,9,"[32, 44, 49, 75, 77, 83, 97, 103, 107]",0.06644058227539062,2025-12-17T21:48:37.132134
135,125,10,"[0, 13, 26, 39, 52, 65, 78, 91, 104, 117]",0.0661616325378418,2025-12-17T21:48:37.198409
135,127,8,"[0, 1, 2, 3, 4, 5, 6, 7]",0.04179954528808594,2025-12-17T21:48:37.240310
135,128,7,"[0, 1, 2, 3, 4, 5, 6]",0.0337674617767334,2025-12-17T21:48:37.274180
135,130,5,"[0, 1, 2, 3, 4]",0.01593184471130371,2025-12-17T21:48:37.290223
135,131,4,"[0, 1, 2, 3]",0.010621786117553711,2025-12-17T21:48:37.300941
135,133,3,"[0, 1, 2]",0.005614519119262695,2025-12-17T21:48:37.306635
135,134,2,"[22, 26]",0.003039121627807617,2025-12-17T21:48:37.309722
136,1,2,"[22, 26]",0.0031201839447021484,2025-12-17T21:48:37.312921
136,2,3,"[0, 1, 2]",0.005561351776123047,2025-12-17T21:48:37.318548
136,4,4,"[0, 1, 2, 3]",0.011238336563110352,2025-12-17T21:48:37.329844
136,5,5,"[0, 1, 2, 3, 4]",0.01592707633972168,2025-12-17T21:48:37.345860
136,6,2,"[0, 3]",0.002572298049926758,2025-12-17T21:48:37.348513
136,7,7,"[0, 1, 2, 3, 4, 5, 6]",0.0306704044342041,2025-12-17T21:48:37.379240
136,8,8,"[0, 1, 2, 3, 4, 5, 6, 7]",0.04205727577209473,2025-12-17T21:48:37.421446
136,9,2,"[11, 17]",0.003976345062255859,2025-12-17T21:48:37.425545
136,10,7,"[12, 23, 28, 35, 39, 126, 130]",0.032927513122558594,2025-12-17T21:48:37.458518
136,11,9,"[6, 11, 23, 37, 50, 57, 60, 62, 79]",0.06212496757507324,2025-12-17T21:48:37.520754
136,12,4,"[0, 3, 15, 18]",0.011176347732543945,2025-12-17T21:48:37.532048
136,13,10,"[0, 32, 44, 49, 73, 75, 77, 97, 103, 107]",0.0855264663696289,2025-12-17T21:48:37.617668
136,14,8,"[0, 17, 34, 51, 68, 85, 102, 119]",0.03923773765563965,2025-12-17T21:48:37.657020
136,15,6,"[0, 3, 18, 21, 36, 39]",0.021674633026123047,2025-12-17T21:48:37.678797
136,16,9,"[8, 17, 18, 58, 60, 71, 84, 124, 131]",0.06044411659240723,2025-12-17T21:48:37.739344
136,17,13,"[7, 22, 62, 68, 71, 82, 83, 86, 97, 111, 115, 118, 126]",0.1441054344177246,2025-12-17T21:48:37.883644
136,18,6,"[23, 24, 67, 88, 91, 97]",0.024215221405029297,2025-12-17T21:48:37.907971
136,19,6,"[0, 22, 44, 66, 88, 110]",0.023723602294921875,2025-12-17T21:48:37.931787
136,20,8,"[0, 17, 34, 51, 68, 85, 102, 119]",0.037572622299194336,2025-12-17T21:48:37.969502
136,21,8,"[33, 52, 61, 67, 76, 80, 101, 117]",0.04560494422912598,2025-12-17T21:48:38.015194
136,22,7,"[0, 19, 38, 57, 76, 95, 114]",0.029387712478637695,2025-12-17T21:48:38.044745
136,23,8,"[11, 17, 20, 49, 58, 74, 75, 92]",0.04236006736755371,2025-12-17T21:48:38.087200
136,24,9,"[0, 15, 42, 54, 97, 102, 104, 123, 124]",0.06105804443359375,2025-12-17T21:48:38.148356
136,25,10,"[11, 18, 49, 62, 98, 102, 106, 116, 121, 126]",0.0805201530456543,2025-12-17T21:48:38.229000
136,26,5,"[17, 20, 49, 75, 92]",0.01685476303100586,2025-12-17T21:48:38.245969
136,27,9,"[0, 15, 30, 45, 60, 75, 90, 105, 120]",0.052292823791503906,2025-12-17T21:48:38.298340
136,28,9,"[11, 23, 24, 26, 67, 86, 88, 91, 97]",0.0510716438293457,2025-12-17T21:48:38.349503
136,29,6,"[11, 17, 49, 58, 74, 92]",0.024096250534057617,2025-12-17T21:48:38.373704
136,30,11,"[0, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120]",0.07819437980651855,2025-12-17T21:48:38.451985
136,31,4,"[0, 34, 68, 102]",0.00938725471496582,2025-12-17T21:48:38.461471
136,32,9,"[40, 63, 66, 70, 109, 114, 115, 121, 133]",0.06613945960998535,2025-12-17T21:48:38.527755
136,33,9,"[0, 15, 30, 45, 60, 75, 90, 105, 120]",0.0532076358795166,2025-12-17T21:48:38.581075
136,34,20,"[0, 6, 12, 18, 24, 30, 36, 42, 48, 54, 60, 66, 72, 78, 84, 90, 96, 102, 108, 114]",0.24821233749389648,2025-12-17T21:48:38.829395
136,35,9,"[8, 17, 18, 58, 60, 71, 84, 124, 131]",0.05927777290344238,2025-12-17T21:48:38.888776
136,36,10,"[3, 12, 23, 25, 42, 54, 60, 104, 123, 124]",0.07172584533691406,2025-12-17T21:48:38.960616
136,37,4,"[0, 34, 68, 102]",0.009320735931396484,2025-12-17T21:48:38.970045
136,38,7,"[0, 19, 38, 57, 76, 95, 114]",0.030420303344726562,2025-12-17T21:48:39.000530
136,39,10,"[1, 5, 16, 18, 30, 56, 57, 58, 63, 86]",0.06679773330688477,2025-12-17T21:48:39.067426
136,40,9,"[11, 23, 24, 26, 67, 86, 88, 91, 97]",0.05065512657165527,2025-12-17T21:48:39.118186
136,41,6,"[0, 22, 44, 66, 88, 110]",0.02252793312072754,2025-12-17T21:48:39.140836
136,42,10,"[0, 13, 26, 39, 52, 65, 78, 91, 104, 117]",0.06309056282043457,2025-12-17T21:48:39.204044
136,43,10,"[0, 27, 39, 45, 50, 67, 76, 95, 128, 129]",0.07458019256591797,2025-12-17T21:48:39.278726
136,44,9,"[1, 5, 15, 16, 18, 56, 57, 58, 86]",0.06275272369384766,2025-12-17T21:48:39.341647
136,45,10,"[0, 4, 28, 41, 61, 78, 82, 92, 125, 135]",0.06875419616699219,2025-12-17T21:48:39.410507
136,46,9,"[8, 14, 56, 58, 69, 80, 83, 97, 102]",0.06084036827087402,2025-12-17T21:48:39.471448
136,47,9,"[6, 22, 26, 28, 35, 57, 62, 70, 108]",0.055516719818115234,2025-12-17T21:48:39.527070
136,48,8,"[0, 17, 34, 51, 68, 85, 102, 119]",0.03896355628967285,2025-12-17T21:48:39.566151
136,49,9,"[11, 17, 20, 31, 49, 75, 92, 96, 117]",0.05359697341918945,2025-12-17T21:48:39.619845
136,50,11,"[16, 30, 57, 63, 79, 86, 95, 102, 112, 115, 132]",0.09516310691833496,2025-12-17T21:48:39.715114
136,51,14,"[0, 9, 18, 27, 36, 45, 54, 63, 72, 81, 90, 99, 108, 117]",0.16312336921691895,2025-12-17T21:48:39.878360
136,52,5,"[67, 73, 99, 108, 116]",0.020336627960205078,2025-12-17T21:48:39.898801
136,53,10,"[16, 38, 39, 54, 59, 84, 98, 104, 106, 119]",0.07738709449768066,2025-12-17T21:48:39.976308
136,54,8,"[0, 17, 34, 51, 68, 85, 102, 119]",0.03989386558532715,2025-12-17T21:48:40.016385
136,55,5,"[17, 20, 49, 75, 92]",0.017776966094970703,2025-12-17T21:48:40.034273
136,56,8,"[11, 13, 23, 64, 70, 108, 125, 129]",0.04567408561706543,2025-12-17T21:48:40.080055
136,57,7,"[0, 19, 38, 57, 76, 95, 114]",0.03179001808166504,2025-12-17T21:48:40.111961
136,58,8,"[3, 12, 23, 25, 42, 60, 104, 124]",0.044708967208862305,2025-12-17T21:48:40.156769
136,59,6,"[23, 24, 67, 88, 91, 97]",0.023733139038085938,2025-12-17T21:48:40.180619
136,60,6,"[51, 54, 79, 95, 102, 108]",0.026485204696655273,2025-12-17T21:48:40.207200
136,61,10,"[11, 20, 24, 31, 67, 88, 91, 96, 97, 117]",0.06872200965881348,2025-12-17T21:48:40.276035
136,62,5,"[0, 3, 65, 68, 130]",0.015206098556518555,2025-12-17T21:48:40.291353
136,63,10,"[31, 34, 63, 81, 109, 113, 116, 118, 129, 135]",0.08780145645141602,2025-12-17T21:48:40.379238
136,64,10,"[0, 27, 39, 45, 50, 67, 76, 95, 128, 129]",0.06759428977966309,2025-12-17T21:48:40.446950
136,65,2,"[0, 68]",0.0011546611785888672,2025-12-17T21:48:40.448215
136,66,7,"[0, 1, 2, 3, 4, 5, 6]",0.03360795974731445,2025-12-17T21:48:40.481874
136,67,5,"[0, 1, 2, 3, 4]",0.017738819122314453,2025-12-17T21:48:40.499723
136,69,5,"[0, 1, 2, 3, 4]",0.016256093978881836,2025-12-17T21:48:40.516081
136,70,7,"[0, 1, 2, 3, 4, 5, 6]",0.03366565704345703,2025-12-17T21:48:40.549875
136,71,2,"[0, 68]",0.001148223876953125,2025-12-17T21:48:40.551123
136,72,10,"[0, 27, 39, 45, 50, 67, 76, 95, 128, 129]",0.06721830368041992,2025-12-17T21:48:40.618393
136,73,10,"[31, 34, 63, 81, 109, 113, 116, 118, 129, 135]",0.08953070640563965,2025-12-17T21:48:40.708138
136,74,5,"[0, 3, 18, 77, 80]",0.015465021133422852,2025-12-17T21:48:40.723850
136,75,10,"[11, 20, 24, 31, 67, 88, 91, 96, 97, 117]",0.06867361068725586,2025-12-17T21:48:40.792636
136,76,6,"[51, 54, 79, 95, 102, 108]",0.02614903450012207,2025-12-17T21:48:40.818894
136,77,6,"[23, 24, 67, 88, 91, 97]",0.02326226234436035,2025-12-17T21:48:40.842292
136,78,8,"[3, 12, 23, 25, 42, 60, 104, 124]",0.04669308662414551,2025-12-17T21:48:40.889068
136,79,7,"[0, 19, 38, 57, 76, 95, 114]",0.032414913177490234,2025-12-17T21:48:40.921594
136,80,8,"[11, 13, 23, 64, 70, 108, 125, 129]",0.0449986457824707,2025-12-17T21:48:40.966698
136,81,5,"[17, 20, 49, 75, 92]",0.018525362014770508,2025-12-17T21:48:40.985341
136,82,8,"[0, 17, 34, 51, 68, 85, 102, 119]",0.03833436965942383,2025-12-17T21:48:41.023783
136,83,10,"[16, 38, 39, 54, 59, 84, 98, 104, 106, 119]",0.07672715187072754,2025-12-17T21:48:41.100612
136,84,5,"[67, 73, 99, 108, 116]",0.01999807357788086,2025-12-17T21:48:41.120768
136,85,14,"[0, 9, 18, 27, 36, 45, 54, 63, 72, 81, 90, 99, 108, 117]",0.16264057159423828,2025-12-17T21:48:41.283501
136,86,11,"[16, 30, 57, 63, 79, 86, 95, 102, 112, 115, 132]",0.09571075439453125,2025-12-17T21:48:41.379325
136,87,9,"[11, 17, 20, 31, 49, 75, 92, 96, 117]",0.054166555404663086,2025-12-17T21:48:41.433615
136,88,8,"[0, 17, 34, 51, 68, 85, 102, 119]",0.03984856605529785,2025-12-17T21:48:41.473579
136,89,9,"[6, 22, 26, 28, 35, 57, 62, 70, 108]",0.05612897872924805,2025-12-17T21:48:41.529870
136,90,9,"[8, 14, 56, 58, 69, 80, 83, 97, 102]",0.06037449836730957,2025-12-17T21:48:41.590360
136,91,10,"[0, 4, 28, 41, 61, 78, 82, 92, 125, 135]",0.07050180435180664,2025-12-17T21:48:41.660971
136,92,9,"[1, 5, 15, 16, 18, 56, 57, 58, 86]",0.06403040885925293,2025-12-17T21:48:41.725117
136,93,10,"[0, 27, 39, 45, 50, 67, 76, 95, 128, 129]",0.07395505905151367,2025-12-17T21:48:41.799178
136,94,10,"[0, 13, 26, 39, 52, 65, 78, 91, 104, 117]",0.06421542167663574,2025-12-17T21:48:41.863494
136,95,6,"[0, 22, 44, 66, 88, 110]",0.02210235595703125,2025-12-17T21:48:41.885710
